review_id	review_text	aspect_terms
643	to speak of the park side , words can not describe .	
1271	the red curry is weak and tasteless , the pad thai is stuck together and lumpy , the rice is often overcooked , and the seafood is pretty sketchy .	red curry	pad thai	rice	seafood
1631	the wine list is extensive and can easily hike up an otherwise reasonably priced meal .	wine list	meal	priced
689	saul is pretty good , but definitely not great .	saul
3580	i would recommend roxy 's for that , but not for their food .	food
3524	we always get a sampling of appetizers and share .	appetizers
510	overall i was impressed and will return , it 's a great qpr ( quality to price ratio ) .	price	quality
600	it is nearly impossible to get a table , so if you ever have the chance to go here for dinner , do not pass it up .	table	dinner
424	their pad penang is delicious and everything else is fantastic .	pad penang
3091	the puke green walls leave a lot to be desired , but the food is very good .	food	walls
676	the flavors are very fresh and pretty inobtrusive , nothing flashy .	flavors
7	i like cafe noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !	people
1371	the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .	hanger steak	tuna
2091	but $1 for each small piece ? ? ?	
1596	our son loves pizza and we have a certified neapolitan pizzaria in our home city ( seattle ) , we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant .	pizza
1232	big and soft as well as good lunch food .	lunch food
967	no food snobs allowed , this place is for people who appreciate good food .	food	food
1127	i liked the food at this quasi - thai restaurant .	food	quasi - thai
2576	by far the best salad i have had in a fast food restaurant .	salad	fast food
2242	suan is a great place that i often take my friends ( classmates ) too .	
2650	not a great place for family or general dining .	
2529	as for the bar , this is another bad idea .	bar
3167	their bagels are fine , but they are a little overcooked , and not really a 's pecial' bagel experience .	bagels	bagel
1217	unlike hh up the block , this place actually gives you hearty and hot bagels this town is known for .	bagels
1149	i thought going to jimmys would give me a real domincan exprience .	
2644	the barebecued salmon is elegantly spiced and not at all dry .	barebecued salmon
2812	same owner as the guy who owns typhoon , which is just down the street on st . marks and 1st ave .	owner
1028	what generous portions !	portions
2167	the workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .	workers	bagel	cream cheese
795	i was wrong .	
573	the wine the service was very good too .	wine	service
1082	so , the menu is written in chalk above your head and it all sounds delicious .	menu
1080	the highly spiced chai tea was great too .	chai tea
2929	no plans to return anytime soon .	
752	i have been there many times , and food is good and consistent .	food
1641	seriously , this is the best all you can eat in town - as everyone says , the spicy tuna hand rolls are the best - have 4 of these , and you 've broken even .	spicy tuna hand rolls
3257	there is not a single place in chinatown where you have a nice neighborhood feeling like here .	
2897	while sapphire is certainly not lacking in ambiance , and probably has the best decor of any indian restaurant i have been to in new york city , the food was not what i had hoped for .	food	ambiance	decor
872	i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine .	atmosphere
2828	i just do not understand what the fuss is all about .	
2086	the meat dishes were only so - so .	meat dishes
3507	his wife tanya , the hostess , completes the comforting atmosphere by being delightfully warm and gracious .	hostess	atmosphere
635	we liked it so much , that we will always make it a point to dine here when we visit new york .	
957	the menu consisted of standard brassiere food , better then places like balthazar etc .	menu	brassiere food
2249	i have been a longtime fan of holy basil in the east village , and while i do believe their food has slightly slipped in quality , i have been hesitant to be disloyal .	food	quality
1724	but the best part about ls is the late night atmosphere , delightfully free of the bts .	atmosphere
761	for an untrendy rip - off - eat here .	
1640	and you 're hungry a few hours later .	
2322	i ca n't wait to go back .	
3476	i hate hate hate this place .	
2080	we even had a visit from the manager who wanted to make sure we were enjoying ourselves .	manager
866	the staff there is very attentive and down to earth .	staff
1031	you do n't go to mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole - in - the - wall feeling of the place .	service	food	atmosphere
712	the service is always bad though , do n't expect much of anything from your server , and i would not recommend bringing a date here either .	service	server
3226	monday nights are a bargain at the $28 prix fix - this includes a three course meal plus * three * glasses of wine paired with each course .	prix fix	three course meal	glasses of wine	course
3093	wonderful !	
931	it took them 15 minutes to put water in our glasses .	water
979	the service is descent even when this small place is packed .	service	place
1205	this is the best sushi in new york city - hands down .	sushi
1414	go hungry and enjoy .	
3603	i have eaten a lot of pizza here .	pizza
2809	this place is worth an one - hour drive .	
2567	great value for the quality ingredients .	ingredients
1419	the thali was small , thoroughly unremarkable , and $14 . 95 .	thali
305	the sushi is also great !	sushi
2843	from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i ca n't remember because of the fabulous cakebread cabernet we were drinking - - the whole evening was amazing .	chef app	delicate butternut squash ravioli in a delicious truffle sauce	buttery and tender langostine entree	dessert	cakebread cabernet
1931	truly the mark of an attentive waiter .	waiter
181	the food here is rather good , but only if you like to wait for it .	food
3579	i got an excellent piece of cheesecake and we had several other nice pastries .	cheesecake	pastries
2455	the staff is very kind and well trained , they 're fast , they are always prompt to jump behind the bar and fix drinks , they know details of every item in the menu and make excelent recomendations .	staff	bar	drinks	menu
2040	the makhani was ok - - the korma was bland .	makhani	korma
3080	the food is inventive but still keeps traditional indian flavoring .	food
2849	all i can say is wow !	
1465	though the service could be better ( possibly due to more than one very large group in the house ) , it is very cordial and warm , as is the general clientele .	service
2927	the decor in this place is very diner - ish and the kind of place you expect in the east village - not romantic , just simple , small and sparse .	decor	place
1544	this is a cute place and could be good but they need to get their act together .	place
2161	the lox is always fresh too .	lox
3115	sure enough , exactly 30 minutes later we got the call and were seated promptly .	
1341	service was very friendly .	service
3468	so all i 'm trying to say is this restaurant is by far the best thai food restaurant i 've ever been to .	thai food
840	food was ok - fish was cooked well .	food	fish
1011	we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food .	chinese food
698	the duck confit is always amazing and the foie gras terrine with figs was out of this world .	foie gras terrine with figs	duck confit
14	the whole set up is truly unprofessional and i wish cafe noir would get some good staff , because despite the current one this is a great place .	staff
557	the service does sometimes lack focus and it is not ideal if you are in a hurry but i have never been treated rudely .	service
1788	i have reservations about the all you can eat deal , however - - the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu .	choices	reservations	food	menu
3302	the staff offers impeccable service .	staff	service
1651	the catch is that you are charged extra for anything that you leave on your plate so do n't be a greedy pig !	
160	we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter .	gulab jamun ( dessert )	waiter
1777	wont come back again for sure !	
919	i went to utsav about a yr ago with my family .	
2427	this place does n't compare with mamoun 's in terms of price , freshness , value , and consisent quality , but that 's just my opinion .	price	freshness	value	quality
2404	the place is sleek , modern and playfull and i will return again frequently .	place
116	i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .	food	wine	prices
2008	the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .	brioche and lollies	meal
2206	after being told that our party of three would be seated in 10 minutes and watching other parties ( multiples of 2 and higher ) seated for 40 minutes , the three of us were squished into a small 2 - person table .	2 - person table
1010	and the bill was outragous .	bill
89	the service was attentive , yet unimposing , the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced .	service	food	wine list	priced
2994	kind , attentive wait staff .	wait staff
879	bon appettite ! !	
2572	salads were fantastic .	salads
1288	the owners and employees are friendly and their pizza is fantastic .	owners	employees	pizza
3604	la rosa waltzes in , and i think they are doing it the best .	
1723	the food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .	food	mussels in spicy tomato sauce	fries
3491	the food is authentic italian - delicious !	food
3610	a great addition to smith street : finally , a place that 's not pretentious and filled with women wearing ugg boots .	
2909	skip dessert .	dessert
2656	we spent $200 in this place and left hungry and very disappointed .	
2598	it is simply amazing .	
3172	i complete the total bagel experience by having it lightly toasted .	bagel
1795	it was like the servers forgot that they actually worked there and instead wanted to hang out and be cool .	servers
2992	i liked this place the first time but doubt i will ever return .	
3438	the service is good and ambience is good for a date or group outing .	service	ambience
1276	a great way to make some money is to buy a case of snapple from costco and sell it right outside for only $2 . 50 .	case of snapple
730	it 's all about the food ! !	food
1870	fast service .	service
2367	skip this restaurant , it 's a big disappointment .	
1519	the staff is excellent , specjal : that girl behind the bar , european chic .	staff	bar
2904	stick with the chicken , beef , and lamb dishes .	chicken	beef	lamb dishes
1009	the service was bad , the food took to forever to come , we sat on the upper level .	service	food
2642	we a menu that rearely changes , e xcept for one or two specials , the quality and care they put in thier food in evident .	quality	care	food	specials
43	always full with tourists ( especially because of it 's close proximity to rockefeller center ) .	
1460	the decor is nice , but more casual than fine dining .	decor
307	this restaurant is a wonderful place to go many times and it is reasonably priced .	priced
860	bravo , blue hill !	
2594	conveniently located too , being right on bedford ave .	
607	my friends and i came across this place while walking in the village .	
1338	bottom line : b+ for the food , f for the service .	food	service
1625	the only thing the waiters do n't do for you is wipe your chin when you leave .	waiters
2665	this place is to be avoided .	
2095	stick to dimsum , not super overpriced noodles .	noodles	dimsum
989	the service is fine and they allow you to enjoy the view .	service	view
1803	my sister says it reminds her of a restaurant run by high - school students who do n't know what they are doing .	
3047	we , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	staff
850	at 6 : 30 , we were the third party there .	
2993	delicious simple food in nice outdoor atmosphere .	food	atmosphere
2596	i will definetly be going back .	
3602	no , really .	
3108	the food is good , but very expensive for the casualness of it .	food
3439	the only fallback on this restaurant is the prices .	prices
1604	i 've been to naples 45 for dinner twice .	dinner
1440	the hot and sour soup was unbearably hot and tasted of only pepper and nothing else .	soup	pepper
101	i love the pics of andy warhol when he used to frequent the place ( he painted the ballato 's sign in the window ) .	
351	try sushimi cucumber roll .	sushimi cucumber roll
2009	i 'm saving up for my next visit .	
988	the food is delicious .	food
2963	their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30 .	wines by the glass	wine
3412	this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .	place	ambience	staff
1311	amma is nothing special .	
246	yeah shanghai is also great but not quite as good - - they use the same amount of salt but without sweetness to balance out .	salt
1771	believe us , we 've been eating sushi for over 15 yrs .	sushi
1913	worth it for a special occasion , or any time !	
1394	the atmosphere is much better than sripraphai ( more modern and sleek ) .	atmosphere
226	i recommend to anyone who wants to dress up and impress the lady .	
3642	the food is outstanding and the service is quick , friendly and very professional .	food	service
2159	the bagels always warm , soft on the inside , crispy on the outside and enormous in size .	bagels
1708	i had a late dinner at lucky stike , a great name for a joint if ever i saw one .	dinner
593	been there , done that , and new york , it 's not that big a deal .	
230	definitely a once a year treat that i look forward to around the holidays !	
1061	service is fast and friendly .	service
3136	from an english speaking staff .	staff
947	anyhow , we were able to sit as long as we wanted and chat , which was nice .	
1514	and they have these home made potato chips at the bar that are the most delicious things in the world !	potato chips	bar
3187	a defitely must visit .	
1906	my husband and i enjoyed each of the 6 taste size portions and left completely full .	portions
2700	i went here with a friend on a whim , we went someplace else first and could n't get a table .	table
2781	we all ate pasta entre'es , which were great .	pasta entre'es
15	my friends and i showed up on a sat .	
1970	the steak was excellent and one of the best i have had ( i tasted the butter intitally but in no way did it overwhelm the flavor of the meat ) .	steak	butter	flavor	meat
2942	great experience overall .	
2465	perfect for dates !	
2038	the food was boring and expensive .	food
186	the ambience is pretty and nice for conversation , so a casual lunch here would probably be best .	ambience	lunch
2127	terrific menu full of unique rolls and special dishes .	menu	rolls	dishes
130	the service is ok but could be better .	service
702	we love the food , drinks , and atmosphere !	food	drinks	atmosphere
3510	i was here a few weeks back and we had the worst customer service experience at a restaurant ever .	customer service
3030	( i 've ordered from the 2nd ave .	
1320	nothing against a good sales call , but the tactics at amma are just too obvious .	
328	went on a 3 day oyster binge , with fish bringing up the closing , and i am so glad this was the place it o trip ended , because it was so great !	place	oyster	fish
512	took my mom for mother 's day , and the maitre d' was pretty rude .	maitre d'
3019	my husband and i have been there a couple of times and each time we sat at the sushi bar ( chef yoshi ) and ordered everything ala carte .	sushi bar	chef	ala carte
1683	the vibe is very relaxed and cozy , service was great and the food was excellent !	vibe	service	food
195	if the weather is nice , try to snag an outside table .	table
2623	if you are looking for a good quality , cheap eats - this is the place .	quality
1974	however , for what we spent , overall , it just was not up to par .	
959	the service was friendly and the atmosphere was casual .	service	atmosphere
419	a friend from seattle and i went on a thursday night around 8 : 30 .	
2172	when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else .	bagels
3518	i recommend their pad see ew , pork chops or tofu plates .	pad see ew	pork chops	tofu plates
1171	never in my life did i think that i could be satisfied both in taste and in quantity for $3 . 00 in nyc .	taste	quantity
1518	this is the best secret place in midtown' , i heard that from the bartender , after having brilliant food ( try steak with portobello mushrooms ) and drinks on the bar last tuesday .	bartender	food	drinks	steak with portobello mushrooms	bar
941	the service was excellent - friendly and attentive .	service
2898	the main course had an average portion , and was decent overall .	main course	portion
1960	20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other .	reservation	cocktails	surroundings
706	just remember , the later you go , the longer you may have to wait .	
214	waitstaff is great , very attentive .	waitstaff
1285	i live in the neightborhood and am a regular .	
560	the dinner menu is diverse and top - notch as well .	dinner menu
2461	it is what modern cuisine is all about .	cuisine
3022	in any event , even though its a bit on the pricey side , we still love this restaurant and will definitely go back .	
2065	i definitely will go back .	
2468	i do n't like indian food too much and this was delicious , however you want to factor that into the equation .	indian food
3558	at taj , vegetarians can rejoice - all the dishes are manna from heaven .	dishes
3063	finally !	
1977	forget the rush and the wait and the noise ( which is n't actually that bad ) , i mean please , who goes to a steakhouse to be coddled and romantic ?	wait	noise	rush
87	having hunted around for a quiet , romantic , yet not hideously expensive restaurant i stumbled across reviews for la lanterna and gave it a shot .	
2499	i 've never been disappointed .	
2093	i wo n't go back unless someone else is footing the bill .	bill
2153	we live in new jersey and whenever we go into new york city we buy bagels to eat hot and then to freeze ( they told me that if i call in the order , they 'd bring it out to the car so i would n't have to look for parking ) .	bagels
721	from the street it looks very hidden , and is actually an old warehouse .	
1156	jimmy 's is hands down the hottest night spot in the bronx .	spot
2409	and i would have to agree with the masses in terms of service - delivery is their achilles' heel .	service	delivery
3233	my boyfriend and i have been to the minnow four times now and we have consistently been impressed .	
2359	the $300 bill was a bit steep , but the experience was great .	bill
3545	i would n't mind going back some time , but not before trying others nearby .	
2968	nice ambiance , nice little bar , good bartender , francois , and good service .	bar	bartender	service	ambiance
210	i found this restaurant to be one that truly values its patrons .	
382	the calamari comes with an incredible sauce , and the duck noodles are yummy as well .	calamari	sauce	duck noodles
1715	i would definitely go back - - if only for some of those exotic martinis on the blackboard .	martinis
1517	for some reason the place was empty when we got in and remained so for the entire evening , i do n't understand why but we had a blast and will definately go back the next time we are in the area .	
611	simple comfort food and what hot and lage portions .	comfort food	portions
2379	but i just would like to say i read the reviews people left and thats why i checked it out .	
1643	stay away from the two specialty rolls on the menu , though - too much avocado and rice will fill you up right quick .	rolls	menu	avocado	rice
2305	i 've eaten at pizza gruppo a few times , but more often i order delivery .	
2989	we did n't get drink refills and she did n't even offer us the option of dessert .	drink refills	dessert
848	beautiful experience .	
2156	the bagels are also reasonably priced for nyc .	bagels	priced
1966	if you can handle that , it 's a great place for a business dinner , fun with friends or simply a table for 2 .	business dinner	table
2088	decor leaves something to be desired .	decor
1150	jimmy is dominican !	
185	also , specify if you like your food spicy - its rather bland if you do n't .	food
1710	our waiter was fine , the place looks nice in that not - trying - too - hard way , but at those prices , a little more should be expected of your food .	waiter	place	prices	food
2610	coming from boston this place is like emma 's pizza in kendall square in cambridge ( although they have more funky toppings ! )	toppings
649	when my husband and go there , we spend $60 . 00 ( have lobster tails ummmmm need i say more ) i ca n't say any more , it a place you 'll never forget if you never go , you 'll miss a meal of your life time	place	meal	lobster tails
3450	in an effort to increase turnover , the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse .	espresso cup filled with chocolate mousse	desserts
974	i 've been to this restaurant more than a dozen times and when i 'm craving for pho , lemon grass chicken or beef cube on rice , this is the place to go .	pho	lemon grass chicken	beef cube on rice
3089	oh yes , and if you are a fan of indian oldies film stars , there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls , some of which , i would love to know where they obtained .	portraits
647	the food is spectacular , from the appitizers to the main course , and then of course the desserts , ( wow ) you 'll need no more .	food	appitizers	main course	desserts
2954	the neighborhood was nice though so check out another restaurant instead .	
378	my fish was delicious in an incredible curry sauce .	fish	curry sauce
490	if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz 's deli down on the lower east side .	deli
3245	even upon delivery , their juicy pork buns are quite good . .	pork buns
1426	this is also where i was from .	
1992	everything is for sale in here including the sculptured iron statue on the table .	
414	average to good thai food , but terrible delivery .	thai food	delivery
1857	the space is nice but when we order our drink we were in for a surprise .	space	drink
164	the entire place and the treatment we received felt as a conveyor belt .	place
1480	joe 's pizza used to have the best slice until this pizzeria opened up .	slice
904	i in all reality felt as if i had just gotten off air france and was in the 8th district in paris .	
3094	i have never had anything like it !	
1717	yeah the crowd can take it a bit seriously , but it should n't .	
3663	and they provided a delicious dessert on the house !	dessert
3250	they are still living in the dark ages and do not have an answering machine , so if you want to make a reservation you are limited .	reservation
3366	the food is amazing , rich pastas and fresh doughy pizza .	food	pastas	pizza
3073	food was very good , but not what i would consider out of this world .	food
3303	i had lobster bisque it has 2 oz . of maine lobster in it .	lobster bisque	maine lobster
1299	i am indian , and i have tried many indian places in ny .	
704	try the pad thai , it 's fabulous and their prices are so cheap !	pad thai	prices
2488	on a recent saturday night , i was with a group of 5 at the bread bar .	
1839	food is great and inexpensive .	food
1756	the price very reasonable .	price
29	dessert - ca n't be missed , so save room ! ! !	dessert
484	it can be a little confusing as to where one goes to order , but once the food is ordered , you are in for a treat .	food
1993	take a good sense of humor , an american express card with no limit , walk out with a lollipop , gift bag in hand and enough marketing materials for alain to to take the show on the road	
2574	ingredients are organic which is a real plus for me .	ingredients
3595	it was so bad i actually refused to pay for my food .	food
1097	i recommend this spot to anyone who enjoys fine cuisine at reasonable prices .	cuisine	prices
2844	this is , by far , my favorite restaurant in nyc and i only wish it were more affordable so i could go more often !	
2692	the staff was very attentive , the ambience lovely , and the food superb .	staff	ambience	food
2590	i love when restaurants think using fancy expensive ingrediants makes the food fine cuisine , even with no idea how to use them .	ingrediants	cuisine	food
71	the pizza and wine were excellent - the service too - - but what really made this place was the backyard dining area .	pizza	wine	service	backyard dining area
1584	the frankenstein show was the best .	
2957	the waiters are sweet , the food is tasty and the bill is never too large .	waiters	food	bill
2235	as a fan of thai , i have tried quite a few different restaurants in nyc and this one was definitely the worst .	
3633	the service was superb , they treat you like family .	service
2696	we all had the tasting menu and unlike some of the other reviews , i felt there was more than enough food .	menu	food
1186	it only took about five or so minutes to get an empty table , but standing up was n't too bad .	table
3224	the menu may be small , but everything on it is delicious .	menu
1154	too bad latin quarters closed .	
935	they had scrapped the bottom of the vessel in which they make the rice - result - we had large chunks of burnt rice in our serving bowl .	rice	rice
3306	it was divine melts in your mouth .	
2312	stumbled upon this gem of a pizza place and i will be going back frequently .	
1742	i live a block away and go to patsy 's frequently .	
3355	- for dessert we split chocolate cake and vanilla gelato ( with espresso ) , which were tasty , but i thought a bit overpriced .	chocolate cake	vanilla gelato ( with espresso )	dessert
331	when i visited my friend who lives in the upper eastside , she recommended that we go to this restaurant .	
637	warm , comfortable surroundings , nice appointments ( witness the etched glass and brickwork separating the dining rooms ) .	surroundings	dining rooms
2029	we ran a little late for the reservation but it was n't a problem to get our table immediately .	reservation	table
2258	kudos haru	
2341	we arrived on time for our reservation and seated promptly . the	reservation
679	i plan on eating here more often .	
2004	i would definitely go back for a very special occasion , but not for regular fine dining .	dining
644	the well mannered , pleasant staff that tony has in his employ .	staff
2007	the flavors robust and subtle .	flavors
723	i came here for my friend 's birthday and keep coming back ever since .	
314	all i can say is $2 pints during happy hour and the some of the cheapest oysters you 'll find in the city , though the quality is some of the best .	oysters	quality
3107	i would never wait for a table to eat , it just is not that great .	table
580	we concluded with tiramisu chocolate cake , both were delicious .	tiramisu chocolate cake
1295	the counter service is bad .	counter service
1590	i had a grat time at jekyll and hyde !	
2701	service here was great , food was fantastic .	service	food
2514	its a little out of the way if you do n't live in the neighborhood , but definitely worth the trip from wherever you are .	
997	this is such a lovely , peaceful place to eat outside .	place
470	and we were thouroughly disapointed .	
2730	this is the jackel and hideof the restaurants on the ues .	
1491	the sauce is delicious and the crust is perfect .	sauce	crust
1001	this is a great place to take out - of - towners , and perfect for watching the sunset .	
906	since my first dinner i have had the chance to have brunch at orsay 3x .	dinner	brunch
758	you will pay a lot for the decore , but the food is no better or worse than a lot of other chinese and asian fusion places in ny .	decore	food
1601	they have some great entrees here as well .	entrees
2877	our teenage kids love it , too .	
2195	the service is not consistently excellent - - just decent .	service
1917	the food , served in small tasting portions ( as an option ) is very good with each dish being better than the next .	food	served	portions	dish
1796	you guys are awesome !	
2252	they do cater to american palates , but if you like it hot let them know and they are more than willing to oblige !	cater
3679	i loved this place ! !	
3668	i had the mango chicken and i ca n't go on to tell you how delicious that was and the presentation was beatiful .	mango chicken	presentation
928	i care more about the food and ambience .	food	ambience
1794	oh , but wait , we were out of drinks ( which were also delightfully overpriced ) .	drinks
3652	avoid at all costs .	
2853	i would highly recommend this place to everyone for any occasion !	
1163	the service is fantastic .	service
216	i recommend that you try this hidden spot which will surely blowup very soon	
1109	the garlic mashed potatoes are hands down the best in the city !	garlic mashed potatoes
899	food and service was okay .	food	service
1349	great for a romantic evening , or a fun evening with friends . . .	
934	the lamb meat was under - cooked and extrmely chewy .	lamb meat
2199	the best pad thai i 've ever had .	pad thai
188	over time , the food quality has decreased substantially , it is a lot less crowded than it used to , and the service must definitely be part of the reason .	food quality	service
1748	great pizza and fantastic service .	pizza	service
949	we were seated outside and the waiter spilled red wine and hot tea on myself and my date .	waiter	red wine	hot tea	outside
390	i would just ask for no oil next time .	oil
885	while this is a pretty place in that overly cute french way , the food was insultingly horrible .	place	food
1428	i went there for lunch and it was not as good as i expected from the reviews i read .	lunch
826	i really did n't know what to expect for a restaurant that literally overlooks the main hall of grand central .	
1053	none of that yucky whipped stuff .	
1639	the wine list is n't great , and the desserts are shipped in from bruno 's down the street , which is not as good as it used to be .	wine list	desserts
1417	i ordered a lassi and asked 4 times for it but never got it .	lassi
3159	their coffee is quite good too !	coffee
190	i would not recommend this place to anyone .	
363	great wine list ( italian ) , good food , service was initially fine .	wine list	food	service
2856	despite the fact that the space is large , they 've overcrowded the floor with tables .	space	tables
1811	i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i 'm here to eat and enjoy the company of friends , seeking a pleasant experience .	
1030	as far as the service goes , the waitresses were not particularly friendly , but they got the job done .	service	waitresses
2838	they are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !	place
3149	i had to ask her three times before she finally came back with the dish ive requested .	dish
2780	normally that would be improper , however they were all delicious and my host did not complain .	host
1782	taxan delicious !	taxan
403	perhaps it was an off night , but it was suprisingly average for a 9 . 3 rating .	
3696	unlike other places in nyc where the sandwiches you want only come as a triple - decker , here you can get what you want in a reasonably - sized portion ( and price ) .	sandwiches	price	portion
3419	southern indian cuisine is still there , too .	southern indian cuisine
468	restaurant snobs need not bother , this is a small , neighborhood kind of place .	place
2876	have been dozens of times and never failed to enjoy the experience .	
2655	they could n't even make a salad that was appealing .	salad
3570	for two people with tip was less than $25 bucks .	tip
2129	killer sushi !	sushi
206	of course the reason its so packed is because the food is so delicious !	food
3038	staffs are not that friendly , but the taste covers all .	staffs	taste
3365	the jukebox plays everything from italian opera to the strokes .	jukebox
3708	and i 've been to many nyc delis .	
2068	this place is always packed .	
1102	much of the time it seems like they do not care about you .	
2742	plus they made a perfect martini .	martini
278	i am not sure if i would call the food here indian as it is a fusion of what seems to be french with an indian or exotic touch .	food
3183	i 've eaten thai many times , and am very familiar with the cuisine .	cuisine
817	the waiter was attentive .	waiter
353	their margarita is best i 've had since i 've returned from naples !	margarita
1932	i highly recommend the restaurant based on our experience last night .	
213	the tastes makes your mouth water for more .	tastes
2214	i came into the city to try out this restaurant because a friend had recommended it to my husband .	
2261	their sake list was extensive , but we were looking for purple haze , which was n't listed but made for us upon request !	sake list	purple haze
2772	the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .	tables	menu	wine list
3458	all in all a wonderful experience , ca n't wait to come back .	
2979	the food was actually aweful .	food
3344	after dining at b . o . g over twenty times now , its official !	
2399	they are served with a free appetizer and the portions are perfect for lunch .	appetizer	portions	served	lunch
3520	there is actually space to breathe and the decor sets the tone for an intimate dinner .	space	decor	dinner
2263	we went around 9 : 30 on a friday and it had died down a bit by then so the service was great !	service
1902	my husband and i both ordered the steak , medium .	steak
341	furthermore , the rice had no seasoning , so the sushi was bland and disgusting .	rice	sushi	seasoning
1649	this place has realy fresh sushi and a nice large menu of japanese classic cuisine .	sushi	menu	japanese classic cuisine
1195	the sushi is average and the prices are anything but .	sushi	prices
3247	my wife and i also enjoyed the spinach , the shanghai low mein , and other attractions .	spinach	shanghai low mein
1693	owner must have coem on this website to give himself credit .	owner
1496	turned out there was full service upstairs and sat down .	service
918	i would go back .	
1653	definitely will be back !	
2387	several of the dim sum orders had about 6 - 8 pieces .	dim sum orders
3326	i 'm not sure why these other reviewers are whining so much .	
3388	they live up to the thai way of living .	
2382	if you have a dumpling fetish i suggest you try some here !	dumpling
517	three page wine menu , one page entree and horedevous .	wine menu	entree	horedevous
1399	the food is consistently wonderful - i 've been coming here for years , and the owner has always been accomodating and friendly .	food	owner
3488	the waiters and owners were nonchalant about this and promised to call the exterminator but were n't as dismayed or apologetic as i would have expected .	waiters	owners
2423	i live nearby and when they first opened , i ate there a lot .	
3117	and the food was fantastic .	food
992	this is the kind of place you 'd like to take all your friends to and still keep a secret .	
1024	if you 're looking for a place to sit down , have a drink and conversations with friends , go to sweet - n - tart and order yourself a hong - kong styled milk and tea with tapioca pearls ( hot ) .	drink	hong - kong styled milk	tea with tapioca pearls ( hot )
394	aside from the sea urchin , the chef recommended an assortment of fish including fatty yellow tail , boton shrimp , blue fin torro ( fatty tuna ) , sea eel , etc .	chef	assortment of fish	fatty yellow tail	boton shrimp	sea eel	sea urchin	blue fin torro ( fatty tuna )
1483	they 're also friendlier here , especially the owner , kenny .	owner
2945	while the room is not particularly comfortable , once you 're seated you 'll forget about everything except what 's on your plate .	room	plate
3487	i 've lived in nyc all my life and had never before seen so many waterbugs in one place ( except in a really bad dream ) .	waterbugs
1701	winnie and her staff are the best crew you can find serving you .	crew	staff	serving
464	the ambiance is minimal the food is not phenomenal , but some dishes are quite good , such as the eggplant parmesan , veal in carozza chicken saltimbocca .	ambiance	food	dishes	eggplant parmesan	veal in carozza chicken saltimbocca
2779	my host asked for appetizers for the group and the waiter gave us not only what we ordered , but some other items that were not ordered .	host	appetizers	waiter
1086	you can even get packages of the chutneys to stock your fridge !	chutneys
2539	the bar has various selections and the mixed drink special is a catcher ! 2 for 1 's .	bar	mixed drink special
180	slightly on the pricey side but worth it !	
2580	if it is n't for the food ( a+++ ) , it must be the service or the ambience .	food	service	ambience
3341	during the course of the past 3 months , the chef and staff changed and it was not for the better .	chef	staff
722	i like the ambience , it 's very dark and original .	ambience
57	not the typical nyc gimmick theme restaurant .	
832	we were exploring grand central and did n't want to eat in the food court .	
3685	overall , not worth the money .	money
346	this place is not worth the prices .	prices
2672	we left after one drink .	drink
295	everything that happened was not even up to mediocre .	
3296	our last time there a few weeks ago was early at 5pm and it was very crowded and noisy .	
1231	pick a bagel has the best bagels in the city .	bagels
1676	you are paying for the atmosphere , which is nice , but can be had in numerous places in bay ridge .	atmosphere
2547	it 's called gnochi alla nona and is found under chef specials .	
72	it is one the nicest outdoor restaurants i have ever seen in ny - - i am from italy and this place rivals the ones in my country .	
3666	yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken .	waiting area	seat	bar	wait
2210	the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish .	food	flavor	dish	spice
1699	the fried dumplings are great !	fried dumplings
